Company_id,State_id,Company Name,Rating,Size,Founded,Type of ownership,Industry,Sector,Revenue,Headquarter
43,43,Riskcare,3.5,51 to 200 employees,1994.0,Company - Private,Consulting,Business Services,7500000.0,United Kingdom
44,44,Atlantic Partners,3.4,1 to 50 employees,0.0,Company - Private,Brokerage Services,Finance,7500000.0,FL
46,46,CyberCoders,4.2,201 to 500 employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,300000000.0,CA
47,47,Black Systems LLC,4.4,201 to 500 employees,2007.0,Company - Private,Computer Hardware & Software,Information Technology,37500000.0,CA
49,49,Memorial Sloan-Kettering,3.9,10000+ employees,1884.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,3500000000.0,NY
51,51,"Marsh & McLennan Companies, Inc.",3.4,10000+ employees,1871.0,Company - Public,Insurance Agencies & Brokerages,Insurance,10000000000.0,NY
52,52,XDuce,4.0,1 to 50 employees,2006.0,Company - Private,IT Services,Information Technology,3000000.0,NJ
53,53,Citi,3.7,10000+ employees,1812.0,Company - Public,Investment Banking & Asset Management,Finance,10000000000.0,NY
56,56,UBS,3.6,10000+ employees,1862.0,Company - Public,Investment Banking & Asset Management,Finance,10000000000.0,Switzerland
57,57,Wells Fargo,3.6,10000+ employees,1852.0,Company - Public,Banks & Credit Unions,Finance,10000000000.0,CA
59,59,Healthline Media,3.5,201 to 500 employees,2006.0,Company - Private,News Outlet,Media,75000000.0,CA
60,60,Paris Baguette,2.7,1001 to 5000 employees,1986.0,Company - Private,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",75000000.0,CA
62,62,Zealogics.com,4.3,201 to 500 employees,2012.0,Company - Private,IT Services,Information Technology,17500000.0,NJ
63,63,BD,3.6,10000+ employees,1897.0,Company - Public,Health Care Products Manufacturing,Manufacturing,10000000000.0,NJ
66,66,JPMorgan Chase,3.9,10000+ employees,1799.0,Company - Public,Investment Banking & Asset Management,Finance,10000000000.0,NY
67,67,Sharpedge Solutions Inc,4.7,Unknown,0.0,Company - Private,Publishing,Media,1000000.0,IL
68,68,Munich Re,3.7,5001 to 10000 employees,1880.0,Company - Public,Insurance Carriers,Insurance,10000000000.0,Germany
70,70,"The Connors Group, Inc.",3.0,1 to 50 employees,0.0,Company - Private,Investment Banking & Asset Management,Finance,3000000.0,NJ
71,71,MassMutual,3.7,5001 to 10000 employees,1851.0,Company - Private,Insurance Carriers,Insurance,10000000000.0,MA
72,72,Softcom Systems,4.4,1 to 50 employees,0.0,Company - Private,IT Services,Information Technology,3000000.0,NJ
73,73,Dynamic Computing Services,4.7,51 to 200 employees,1990.0,Company - Private,IT Services,Information Technology,17500000.0,TX
75,75,Signature Consultants,3.6,1001 to 5000 employees,1997.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,FL
77,77,Roku,3.9,1001 to 5000 employees,2002.0,Company - Public,IT Services,Information Technology,250500000.0,CA
79,79,United IT Solutions,3.8,1 to 50 employees,2010.0,Company - Private,Consulting,Business Services,3000000.0,TX
81,81,TSR Consulting,3.6,201 to 500 employees,1969.0,Company - Public,Staffing & Outsourcing,Business Services,75000000.0,NY
82,82,Barclays Bank,3.8,10000+ employees,1690.0,Company - Public,Banks & Credit Unions,Finance,10000000000.0,United Kingdom
83,83,Veeva Systems,3.5,1001 to 5000 employees,2007.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,250500000.0,CA
84,84,"Neotecra, Inc.",3.0,1 to 50 employees,0.0,Company - Private,Consulting,Business Services,3000000.0,NY
86,86,Eliassen Group,4.2,1001 to 5000 employees,1989.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,MA
88,88,Mitchell Martin,4.1,501 to 1000 employees,1984.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,NY
91,91,"Conch Technologies, Inc",4.6,51 to 200 employees,0.0,Company - Private,Consulting,Business Services,7500000.0,TN
93,93,DatamanUSA,3.4,51 to 200 employees,0.0,Company - Private,IT Services,Information Technology,7500000.0,CO
94,94,M&T Bank Corporation,3.3,10000+ employees,1856.0,Company - Public,Banks & Credit Unions,Finance,7500000.0,NY
96,96,Crescens Inc.,3.2,1 to 50 employees,0.0,Company - Private,Advertising & Marketing,Business Services,3000000.0,NJ
97,97,Marsh,3.5,10000+ employees,1871.0,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,1500000000.0,NY
98,98,American Modern Insurance Group,3.5,Unknown,1994.0,Subsidiary or Business Segment,Insurance Carriers,Insurance,37500000.0,OH
99,99,RMS Computer Corp.,3.0,201 to 500 employees,1985.0,Company - Private,Computer Hardware & Software,Information Technology,37500000.0,NY
101,101,Medidata Solutions,4.3,1001 to 5000 employees,1999.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,250500000.0,NY
102,102,Ampcus Incorporated,3.9,501 to 1000 employees,2004.0,Company - Private,Consulting,Business Services,75000000.0,VA
103,103,Amazon,3.9,10000+ employees,1994.0,Company - Public,Internet,Information Technology,10000000000.0,WA
104,104,Mitchell Martin,4.1,501 to 1000 employees,1984.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,NY
105,105,Xoriant Corporation,3.6,1001 to 5000 employees,1990.0,Company - Private,IT Services,Information Technology,300000000.0,CA
106,106,HUB International,3.5,10000+ employees,1998.0,Company - Private,Insurance Agencies & Brokerages,Insurance,1500000000.0,IL
108,108,SmartLinx Solutions,3.5,51 to 200 employees,2000.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,37500000.0,NJ
109,109,Ross Stores,3.3,10000+ employees,1957.0,Company - Public,"Department, Clothing, & Shoe Stores",Retail,10000000000.0,CA
111,111,AMC Networks,3.4,1001 to 5000 employees,2006.0,Company - Public,TV Broadcast & Cable Networks,Media,3500000000.0,NY
112,112,EDI Staffing,4.6,51 to 200 employees,1994.0,Company - Private,Staffing & Outsourcing,Business Services,17500000.0,MA
113,113,HSBC,3.7,10000+ employees,1865.0,Company - Public,Banks & Credit Unions,Finance,10000000000.0,United Kingdom
117,117,DATA Inc.,4.3,501 to 1000 employees,1983.0,Company - Private,IT Services,Information Technology,75000000.0,NJ
121,121,Apex Systems,3.8,1001 to 5000 employees,1995.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,3500000000.0,VA
123,123,emids,3.7,1001 to 5000 employees,1999.0,Company - Private,IT Services,Information Technology,300000000.0,TN
124,124,Adorama,4.1,501 to 1000 employees,1979.0,Company - Private,Consumer Electronics & Appliances Stores,Retail,37500000.0,NY
125,125,Wolters Kluwer,3.2,10000+ employees,1836.0,Company - Public,Consulting,Business Services,3500000000.0,Netherlands
126,126,Genesis,4.0,1001 to 5000 employees,1999.0,Company - Private,Consulting,Business Services,300000000.0,NY
127,127,SMBC Group,3.4,10000+ employees,1996.0,Company - Public,Investment Banking & Asset Management,Finance,10000000000.0,Japan
128,128,Atlas Data Systems,3.2,51 to 200 employees,1999.0,Company - Private,Staffing & Outsourcing,Business Services,17500000.0,NJ
129,129,Prudential,3.6,10000+ employees,1875.0,Company - Public,Investment Banking & Asset Management,Finance,10000000000.0,NJ
130,130,"Orpine, Inc.",4.5,51 to 200 employees,0.0,Company - Private,Consulting,Business Services,17500000.0,GA
131,131,Sphinix Network Solutions Inc.,1.0,1 to 50 employees,0.0,Company - Private,IT Services,Information Technology,1000000.0,NY
134,134,Tata Consultancy Services,3.8,10000+ employees,1968.0,Company - Public,Computer Hardware & Software,Information Technology,10000000000.0,India
135,135,Arch Capital Group Ltd.,3.5,1001 to 5000 employees,2000.0,Company - Public,Insurance Carriers,Insurance,10000000000.0,Bermuda
136,136,NJF Global Holdings,4.2,51 to 200 employees,2003.0,Company - Private,Staffing & Outsourcing,Business Services,17500000.0,United Kingdom
137,137,Eclaro,3.5,501 to 1000 employees,1999.0,Company - Private,Staffing & Outsourcing,Business Services,37500000.0,NY
138,138,S&P Global,3.8,10000+ employees,1888.0,Company - Public,Financial Analytics & Research,Finance,7500000.0,NY
139,139,Guy Carpenter,3.4,1001 to 5000 employees,1922.0,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,300000000.0,NY
141,141,Synechron,3.6,5001 to 10000 employees,2001.0,Company - Private,IT Services,Information Technology,300000000.0,NY
142,142,Municipal Credit Union,2.7,501 to 1000 employees,1916.0,Nonprofit Organization,Banks & Credit Unions,Finance,75000000.0,NY
143,143,Mills College,3.7,201 to 500 employees,1852.0,College / University,Colleges & Universities,Education,75000000.0,CA
144,144,Infomatics Corp,4.1,51 to 200 employees,2005.0,Company - Private,Consulting,Business Services,17500000.0,VA
145,145,Centene,3.3,10000+ employees,1984.0,Company - Public,Insurance Carriers,Insurance,10000000000.0,MO
147,147,Synechron,3.6,5001 to 10000 employees,2001.0,Company - Private,IT Services,Information Technology,300000000.0,NY
151,151,Diverse Lynx,3.9,501 to 1000 employees,2002.0,Company - Private,IT Services,Information Technology,300000000.0,NJ
152,152,Brown Brothers Harriman,3.3,1001 to 5000 employees,1818.0,Company - Private,Investment Banking & Asset Management,Finance,3500000000.0,NY
153,153,Tata Consultancy Services (North America),3.7,10000+ employees,1968.0,Subsidiary or Business Segment,IT Services,Information Technology,10000000000.0,NY
155,155,"Iconma, L.L.C.",3.6,1001 to 5000 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,MI
156,156,Mitchell Martin,4.1,501 to 1000 employees,1984.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,NY
162,162,Synaptein Solutions Inc.,3.8,1 to 50 employees,0.0,Company - Private,Accounting,Accounting & Legal,1000000.0,VA
163,163,Seven Seven Softwares,3.1,201 to 500 employees,1996.0,Company - Public,IT Services,Information Technology,17500000.0,NJ
168,168,V.L.S. Systems,3.3,201 to 500 employees,2006.0,Company - Private,Consulting,Business Services,37500000.0,VA
169,169,Rockstar Games,4.0,1001 to 5000 employees,1998.0,Subsidiary or Business Segment,Video Games,Media,17500000.0,NY
170,170,Capgemini,3.8,10000+ employees,1967.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,10000000000.0,France
172,172,The New School,3.7,1001 to 5000 employees,1919.0,College / University,Colleges & Universities,Education,300000000.0,NY
173,173,Lorven Technologies Inc,4.0,1 to 50 employees,0.0,Company - Private,Accounting,Accounting & Legal,1000000.0,NJ
174,174,Formosa Plastics Corp.,3.5,1001 to 5000 employees,1978.0,Subsidiary or Business Segment,Chemical Manufacturing,Manufacturing,1500000000.0,NJ
175,175,"TTI of USA, Inc.",2.6,201 to 500 employees,1995.0,Company - Private,Staffing & Outsourcing,Business Services,17500000.0,NY
177,177,Metropolitan Jewish Health System,3.2,1001 to 5000 employees,1906.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1500000000.0,NY
179,179,Vera Institute of Justice,3.2,201 to 500 employees,1961.0,Nonprofit Organization,Social Assistance,Non-Profit,300000000.0,NY
181,181,The Jewish Federations of North America,3.7,201 to 500 employees,0.0,Nonprofit Organization,Religious Organizations,Non-Profit,300000000.0,NY
183,183,Talon,4.4,51 to 200 employees,2001.0,Company - Private,Staffing & Outsourcing,Business Services,37500000.0,NJ
185,185,Finastra,3.2,10000+ employees,2017.0,Company - Private,Financial Transaction Processing,Finance,3500000000.0,United Kingdom
186,186,Gate Staffing LLC,2.8,1 to 50 employees,2010.0,Self-employed,IT Services,Information Technology,3000000.0,NY
187,187,Veterans Sourcing Group,2.5,51 to 200 employees,0.0,Company - Private,IT Services,Information Technology,17500000.0,061
188,188,PROLIM Global Corporation,3.3,201 to 500 employees,2005.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,37500000.0,MI
190,190,Staid Logic LLC,4.7,51 to 200 employees,2006.0,Company - Private,IT Services,Information Technology,17500000.0,OH
191,191,ZT Systems,3.5,1001 to 5000 employees,1994.0,Company - Private,Computer Hardware & Software,Information Technology,3500000000.0,NJ
193,193,IT Trailblazers,3.9,51 to 200 employees,0.0,Company - Private,Consulting,Business Services,37500000.0,NJ
194,194,Saven Technologies Inc.,3.8,201 to 500 employees,1999.0,Company - Private,IT Services,Information Technology,17500000.0,NJ
196,196,nd Century Technologies,3.7,1001 to 5000 employees,1997.0,Company - Private,IT Services,Information Technology,37500000.0,NJ
201,201,Softova,5.0,1 to 50 employees,0.0,Company - Private,IT Services,Information Technology,3000000.0,NJ
202,202,Wynden Stark,3.8,51 to 200 employees,2009.0,Company - Private,Staffing & Outsourcing,Business Services,37500000.0,CA
206,206,Seven Seven Softwares,3.1,201 to 500 employees,1996.0,Company - Public,IT Services,Information Technology,17500000.0,NJ
207,207,"EDP World, Inc.",3.5,1 to 50 employees,1968.0,Company - Private,Staffing & Outsourcing,Business Services,3000000.0,NY
208,208,Robert Half,3.5,10000+ employees,1948.0,Company - Public,Staffing & Outsourcing,Business Services,3500000000.0,CA
209,209,"Staffigo Technical Services, LLC",5.0,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,75000000.0,IL
211,211,Creative Financial Staffing,4.5,201 to 500 employees,1994.0,Company - Private,Staffing & Outsourcing,Business Services,75000000.0,MA
212,212,MVP Consulting Plus Inc,4.3,201 to 500 employees,0.0,Company - Private,Consumer Products Manufacturing,Manufacturing,7500000.0,NY
213,213,Infinity Consulting Solutions,3.4,501 to 1000 employees,2001.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,NY
215,215,"TEKsystems, Inc",3.9,1001 to 5000 employees,1983.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,3500000000.0,MD
216,216,"eiWorkflow Solutions, LLC",1.0,1 to 50 employees,0.0,Company - Public,IT Services,Information Technology,1000000.0,NY
217,217,IHS Markit,3.5,10000+ employees,2016.0,Company - Public,Consulting,Business Services,3500000000.0,United Kingdom
218,218,APN Software Services Inc.,4.1,51 to 200 employees,0.0,Company - Private,Computer Hardware & Software,Information Technology,37500000.0,CA
219,219,"Cyberthink, Inc",3.6,201 to 500 employees,1996.0,Company - Private,IT Services,Information Technology,37500000.0,NJ
220,220,InfoSmart Technologies Inc,4.5,51 to 200 employees,1998.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,7500000.0,GA
221,221,Synechron,3.6,5001 to 10000 employees,2001.0,Company - Private,IT Services,Information Technology,300000000.0,NY
222,222,Kforce,4.1,10000+ employees,1966.0,Company - Public,Staffing & Outsourcing,Business Services,1500000000.0,FL
223,223,comScore,2.7,1001 to 5000 employees,1999.0,Company - Public,Advertising & Marketing,Business Services,1500000000.0,VA
224,224,STAND  Technology Services,3.9,51 to 200 employees,2009.0,Company - Private,Consulting,Business Services,17500000.0,CA
225,225,Plymouth Rock Assurance,3.4,1001 to 5000 employees,1982.0,Company - Private,Insurance Carriers,Insurance,17500000.0,MA
226,226,ITBMS Inc.,4.2,51 to 200 employees,0.0,Company - Private,IT Services,Information Technology,3000000.0,NJ
227,227,Frontend Arts,4.5,1 to 50 employees,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,3000000.0,TX
230,230,Crossfire Consulting,5.0,51 to 200 employees,0.0,Company - Private,Consulting,Business Services,7500000.0,NY
232,232,"UTC Associates, Inc.",4.7,1 to 50 employees,0.0,Company - Private,Accounting,Accounting & Legal,3000000.0,NY
234,234,Apex Systems,3.8,1001 to 5000 employees,1995.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,3500000000.0,VA
235,235,Wells Fargo,3.6,10000+ employees,1852.0,Company - Public,Banks & Credit Unions,Finance,10000000000.0,CA
238,238,VLink Inc.,3.8,201 to 500 employees,2006.0,Company - Private,IT Services,Information Technology,37500000.0,CT
239,239,Gambit Technologies Inc,4.3,1 to 50 employees,2004.0,Company - Private,Staffing & Outsourcing,Business Services,7500000.0,NY
241,241,Genuent,3.5,201 to 500 employees,2006.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,TX
242,242,Diverse Lynx,3.9,501 to 1000 employees,2002.0,Company - Private,IT Services,Information Technology,300000000.0,NJ
243,243,NYU Langone Health,4.1,10000+ employees,1841.0,Hospital,Health Care Services & Hospitals,Health Care,7500000.0,NY
245,245,Incipient Corp.,1.0,51 to 200 employees,0.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,3000000.0,MA
246,246,Apex Systems,3.8,1001 to 5000 employees,1995.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,3500000000.0,VA
250,250,JPMorgan Chase & Co.,3.9,10000+ employees,1799.0,Company - Public,Investment Banking & Asset Management,Finance,10000000000.0,NY
251,251,Genesis,4.0,1001 to 5000 employees,1999.0,Company - Private,Consulting,Business Services,300000000.0,NY
252,252,Montefiore Medical,3.7,10000+ employees,1884.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,3500000000.0,NY
253,253,Atlantic Partners,3.4,1 to 50 employees,0.0,Company - Private,Brokerage Services,Finance,7500000.0,FL
254,254,Genuent,3.5,201 to 500 employees,2006.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,TX
256,256,TECHNOCRAFT Solutions,3.4,1 to 50 employees,0.0,Company - Private,Advertising & Marketing,Business Services,3000000.0,OH
259,259,Horizon Blue Cross Blue Shield of New Jersey,3.6,1001 to 5000 employees,1932.0,Nonprofit Organization,Insurance Carriers,Insurance,10000000000.0,NJ
263,263,LanceSoft Inc,3.8,1001 to 5000 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,VA
264,264,Russell Tobin & Associates,3.5,51 to 200 employees,2010.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,17500000.0,NY
265,265,The Connors Group,5.0,1 to 50 employees,2001.0,Company - Private,Staffing & Outsourcing,Business Services,1000000.0,NJ
267,267,Zen & Art,4.0,201 to 500 employees,2003.0,Company - Private,IT Services,Information Technology,300000000.0,NJ
268,268,Macquarie Group,3.3,10000+ employees,1969.0,Company - Public,Investment Banking & Asset Management,Finance,7500000.0,Australia
269,269,Shinetech Software,4.6,201 to 500 employees,2001.0,Company - Private,IT Services,Information Technology,17500000.0,China
270,270,Horizon Blue Cross Blue Shield of New Jersey,3.6,1001 to 5000 employees,1932.0,Nonprofit Organization,Insurance Carriers,Insurance,10000000000.0,NJ
273,273,Diverse Lynx,3.9,501 to 1000 employees,2002.0,Company - Private,IT Services,Information Technology,300000000.0,NJ
274,274,Black Systems LLC,4.4,201 to 500 employees,2007.0,Company - Private,Computer Hardware & Software,Information Technology,37500000.0,CA
278,278,WinterWyman,4.3,51 to 200 employees,1972.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,MA
280,280,Momentum Resource Solutions,3.7,51 to 200 employees,1998.0,Contract,Staffing & Outsourcing,Business Services,17500000.0,NJ
281,281,Ross Stores,3.3,10000+ employees,1957.0,Company - Public,"Department, Clothing, & Shoe Stores",Retail,10000000000.0,CA
282,282,American International Group,3.2,10000+ employees,1919.0,Company - Public,Insurance Carriers,Insurance,10000000000.0,NY
284,284,ingenium.agency,5.0,1 to 50 employees,2016.0,Company - Private,Staffing & Outsourcing,Business Services,3000000.0,NY
286,286,Prospect Infosys,3.6,51 to 200 employees,0.0,Company - Private,Consulting,Business Services,7500000.0,MO
288,288,Synechron,3.6,5001 to 10000 employees,2001.0,Company - Private,IT Services,Information Technology,300000000.0,NY
290,290,Mitchell Martin,4.1,501 to 1000 employees,1984.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,NY
291,291,Apex Systems,3.8,1001 to 5000 employees,1995.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,3500000000.0,VA
292,292,Argo Group US,3.5,1001 to 5000 employees,1948.0,Company - Public,Insurance Carriers,Insurance,1500000000.0,Bermuda
293,293,Steven Winter Associates,4.0,51 to 200 employees,1972.0,Company - Private,Energy,"Oil, Gas, Energy & Utilities",17500000.0,CT
294,294,Bessemer Trust,3.1,501 to 1000 employees,1907.0,Company - Private,Investment Banking & Asset Management,Finance,300000000.0,NY
295,295,Vitech Systems Group Inc,3.5,1001 to 5000 employees,1986.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,300000000.0,NY
296,296,NJF Global Holdings,4.2,51 to 200 employees,2003.0,Company - Private,Staffing & Outsourcing,Business Services,17500000.0,United Kingdom
297,297,Oloop Technology Solutions,4.8,51 to 200 employees,2011.0,Company - Private,Staffing & Outsourcing,Business Services,7500000.0,IL
298,298,ViacomCBS Inc.,3.6,10000+ employees,2019.0,Company - Public,Motion Picture Production & Distribution,Media,10000000000.0,NY
299,299,PSI International,2.8,201 to 500 employees,0.0,Company - Public,IT Services,Information Technology,37500000.0,VA
301,301,Advance Generation Technologies,2.0,1 to 50 employees,0.0,Company - Private,IT Services,Information Technology,1000000.0,NY
302,302,IBM,3.7,10000+ employees,1911.0,Company - Public,IT Services,Information Technology,10000000000.0,NY
303,303,EDI Staffing,4.6,51 to 200 employees,1994.0,Company - Private,Staffing & Outsourcing,Business Services,17500000.0,MA
305,305,Credit Suisse,3.8,10000+ employees,1856.0,Company - Public,Investment Banking & Asset Management,Finance,10000000000.0,Switzerland
306,306,Plymouth Rock Assurance,3.4,1001 to 5000 employees,1982.0,Company - Private,Insurance Carriers,Insurance,17500000.0,MA
307,307,eTeam Inc.,3.7,51 to 200 employees,1999.0,Company - Private,Staffing & Outsourcing,Business Services,75000000.0,NJ
308,308,Mission Staffing,3.8,1 to 50 employees,0.0,Company - Private,Staffing & Outsourcing,Business Services,3000000.0,061
309,309,"SolGenie Technologies, Inc.",5.0,51 to 200 employees,2007.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,17500000.0,GA
311,311,EY,3.8,10000+ employees,1989.0,Company - Private,Accounting,Accounting & Legal,10000000000.0,United Kingdom
312,312,AllianceBernstein,3.2,1001 to 5000 employees,1967.0,Company - Public,Investment Banking & Asset Management,Finance,3500000000.0,NY
313,313,Diverse Lynx,3.9,501 to 1000 employees,2002.0,Company - Private,IT Services,Information Technology,300000000.0,NJ
314,314,Imagine Software,3.9,51 to 200 employees,1993.0,Company - Private,Computer Hardware & Software,Information Technology,17500000.0,NY
315,315,Citi,3.7,10000+ employees,1812.0,Company - Public,Investment Banking & Asset Management,Finance,10000000000.0,NY
316,316,Business Monitor International,2.2,51 to 200 employees,1984.0,Company - Private,Publishing,Media,75000000.0,United Kingdom
317,317,Katalyst Technologies Inc.,2.8,501 to 1000 employees,2011.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,75000000.0,IL
318,318,Lorven Technologies Inc,4.0,1 to 50 employees,0.0,Company - Private,Accounting,Accounting & Legal,1000000.0,NJ
320,320,Gannett Fleming,4.2,1001 to 5000 employees,1915.0,Company - Private,Architectural & Engineering Services,Business Services,300000000.0,PA
321,321,Edmunds.com,3.6,501 to 1000 employees,1966.0,Company - Private,Internet,Information Technology,300000000.0,CA
322,322,NEXT Trucking,4.0,51 to 200 employees,2015.0,Company - Private,Logistics & Supply Chain,Transportation & Logistics,75000000.0,CA
323,323,Age of Learning,3.3,501 to 1000 employees,2007.0,Company - Private,K-12 Education,Education,300000000.0,CA
324,324,Urban Science,3.1,501 to 1000 employees,1977.0,Company - Private,IT Services,Information Technology,300000000.0,MI
326,326,Paramount Pictures,3.8,1001 to 5000 employees,1912.0,Subsidiary or Business Segment,Motion Picture Production & Distribution,Media,300000000.0,CA
327,327,NEXT Trucking,4.0,51 to 200 employees,2015.0,Company - Private,Logistics & Supply Chain,Transportation & Logistics,75000000.0,CA
328,328,Raytheon Intelligence & Space,3.5,10000+ employees,2020.0,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,10000000000.0,VA
331,331,Johnsonville Sausage,4.4,1001 to 5000 employees,1945.0,Company - Private,Food & Beverage Manufacturing,Manufacturing,1500000000.0,WI
332,332,Socalgas,4.4,5001 to 10000 employees,1929.0,Subsidiary or Business Segment,Utilities,"Oil, Gas, Energy & Utilities",3500000000.0,CA
334,334,Spin Master Ltd,2.7,1001 to 5000 employees,1994.0,Company - Public,Consumer Products Manufacturing,Manufacturing,3500000000.0,Canada
335,335,Prosum,4.0,201 to 500 employees,1996.0,Company - Private,IT Services,Information Technology,37500000.0,CA
