Job_id,Job Title,Rating,Company_id,Company Name,Size,Founded,Type of ownership,Industry,Sector,Revenue,Easy Apply,Min_Salary,Max_Salary,Avg_Salary,State_id,City,State,Headquarter
81,Business Analyst,3.6,81,TSR Consulting,201 to 500 employees,1969.0,Company - Public,Staffing & Outsourcing,Business Services,50  100  ,0.0,81000.0,159000.0,120000.0,81,New York,NY,NY
82,AVP Markets Execution Business Analyst - Project Manager,3.8,82,Barclays Bank,10000+ employees,1690.0,Company - Public,Banks & Credit Unions,Finance,10  ,0.0,81000.0,159000.0,120000.0,82,New York,NY,United Kingdom
83,Business Analyst,3.5,83,Veeva Systems,1001 to 5000 employees,2007.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,500   1  ,0.0,81000.0,159000.0,120000.0,83,New York,NY,CA
84,Business Analyst,3.0,84,"Neotecra, Inc.",1 to 50 employees,0.0,Company - Private,Consulting,Business Services,1  5  ,0.0,81000.0,159000.0,120000.0,84,New York,NY,NY
86,Business Analyst,4.2,86,Eliassen Group,1001 to 5000 employees,1989.0,Company - Private,Staffing & Outsourcing,Business Services,100  500  ,0.0,81000.0,159000.0,120000.0,86,New York,NY,MA
88,Business Analyst,4.1,88,Mitchell Martin,501 to 1000 employees,1984.0,Company - Private,Staffing & Outsourcing,Business Services,100  500  ,0.0,81000.0,159000.0,120000.0,88,New York,NY,NY
91,Business Analyst,4.6,91,"Conch Technologies, Inc",51 to 200 employees,0.0,Company - Private,Consulting,Business Services,5  10  ,0.0,85000.0,135000.0,110000.0,91,New York,NY,TN
93,Business Analyst,3.4,93,DatamanUSA,51 to 200 employees,0.0,Company - Private,IT Services,Information Technology,5  10  ,0.0,85000.0,135000.0,110000.0,93,New York,NY,CO
94,Business Systems Analyst,3.3,94,M&T Bank Corporation,10000+ employees,1856.0,Company - Public,Banks & Credit Unions,Finance,5  10  ,0.0,85000.0,135000.0,110000.0,94,New York,NY,NY
96,Business Analyst,3.2,96,Crescens Inc.,1 to 50 employees,0.0,Company - Private,Advertising & Marketing,Business Services,1  5  ,0.0,85000.0,135000.0,110000.0,96,New York,NY,NJ
97,Business Analyst,3.5,97,Marsh,10000+ employees,1871.0,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,1  2  ,0.0,85000.0,135000.0,110000.0,97,Hoboken,NJ,NY
98,Business Analyst,3.5,98,American Modern Insurance Group,Unknown,1994.0,Subsidiary or Business Segment,Insurance Carriers,Insurance,25  50  ,0.0,85000.0,135000.0,110000.0,98,New York,NY,OH
99,Business Analyst,3.0,99,RMS Computer Corp.,201 to 500 employees,1985.0,Company - Private,Computer Hardware & Software,Information Technology,25  50  ,0.0,85000.0,135000.0,110000.0,99,New York,NY,NY
101,"Senior Business Analyst, Platform Services",4.3,101,Medidata Solutions,1001 to 5000 employees,1999.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,500   1  ,0.0,85000.0,135000.0,110000.0,101,New York,NY,NY
102,Business Analyst,3.9,102,Ampcus Incorporated,501 to 1000 employees,2004.0,Company - Private,Consulting,Business Services,50  100  ,0.0,85000.0,135000.0,110000.0,102,New York,NY,VA
103,"Business Analyst, Delivery Ops",3.9,103,Amazon,10000+ employees,1994.0,Company - Public,Internet,Information Technology,10  ,0.0,85000.0,135000.0,110000.0,103,New York,NY,WA
104,Technical Business Analyst - Contract Role,4.1,104,Mitchell Martin,501 to 1000 employees,1984.0,Company - Private,Staffing & Outsourcing,Business Services,100  500  ,0.0,85000.0,135000.0,110000.0,104,New York,NY,NY
105,Business Data Analyst,3.6,105,Xoriant Corporation,1001 to 5000 employees,1990.0,Company - Private,IT Services,Information Technology,100  500  ,0.0,85000.0,135000.0,110000.0,105,Jersey City,NJ,CA
106,Business Analyst,3.5,106,HUB International,10000+ employees,1998.0,Company - Private,Insurance Agencies & Brokerages,Insurance,1  2  ,0.0,85000.0,135000.0,110000.0,106,New York,NY,IL
108,Revenue Ops Analyst,3.5,108,SmartLinx Solutions,51 to 200 employees,2000.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,25  50  ,0.0,85000.0,135000.0,110000.0,108,Iselin,NJ,NJ
109,Business Analyst,3.3,109,Ross Stores,10000+ employees,1957.0,Company - Public,"Department, Clothing, & Shoe Stores",Retail,10  ,0.0,85000.0,135000.0,110000.0,109,New York,NY,CA
111,Analyst - Business,3.4,111,AMC Networks,1001 to 5000 employees,2006.0,Company - Public,TV Broadcast & Cable Networks,Media,2  5  ,0.0,85000.0,135000.0,110000.0,111,New York,NY,NY
112,Business Analyst,4.6,112,EDI Staffing,51 to 200 employees,1994.0,Company - Private,Staffing & Outsourcing,Business Services,10  25  ,0.0,85000.0,135000.0,110000.0,112,New York,NY,MA
113,Business Analyst,3.7,113,HSBC,10000+ employees,1865.0,Company - Public,Banks & Credit Unions,Finance,10  ,0.0,85000.0,135000.0,110000.0,113,New York,NY,United Kingdom
117,Business Analyst,4.3,117,DATA Inc.,501 to 1000 employees,1983.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,85000.0,135000.0,110000.0,117,New York,NY,NJ
121,Business Analyst,3.8,121,Apex Systems,1001 to 5000 employees,1995.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,2  5  ,1.0,45000.0,82000.0,63500.0,121,New York,NY,VA
123,Senior Business Analyst,3.7,123,emids,1001 to 5000 employees,1999.0,Company - Private,IT Services,Information Technology,100  500  ,0.0,45000.0,82000.0,63500.0,123,New York,NY,TN
124,E-Commerce Business Analyst,4.1,124,Adorama,501 to 1000 employees,1979.0,Company - Private,Consumer Electronics & Appliances Stores,Retail,25  50  ,0.0,45000.0,82000.0,63500.0,124,New York,NY,NY
125,Business Analyst,3.2,125,Wolters Kluwer,10000+ employees,1836.0,Company - Public,Consulting,Business Services,2  5  ,0.0,45000.0,82000.0,63500.0,125,New York,NY,Netherlands
126,Business Analyst,4.0,126,Genesis,1001 to 5000 employees,1999.0,Company - Private,Consulting,Business Services,100  500  ,0.0,45000.0,82000.0,63500.0,126,New York,NY,NY
127,Senior Business Analyst (Front Office),3.4,127,SMBC Group,10000+ employees,1996.0,Company - Public,Investment Banking & Asset Management,Finance,10  ,0.0,45000.0,82000.0,63500.0,127,New York,NY,Japan
128,Business Analyst,3.2,128,Atlas Data Systems,51 to 200 employees,1999.0,Company - Private,Staffing & Outsourcing,Business Services,10  25  ,0.0,45000.0,82000.0,63500.0,128,New York,NY,NJ
129,Business Systems Analyst,3.6,129,Prudential,10000+ employees,1875.0,Company - Public,Investment Banking & Asset Management,Finance,10  ,1.0,45000.0,82000.0,63500.0,129,Newark,NJ,NJ
130,Business Analyst,4.5,130,"Orpine, Inc.",51 to 200 employees,0.0,Company - Private,Consulting,Business Services,10  25  ,0.0,45000.0,82000.0,63500.0,130,New York,NY,GA
131,Business Analyst,1.0,131,Sphinix Network Solutions Inc.,1 to 50 employees,0.0,Company - Private,IT Services,Information Technology, 1  ,0.0,45000.0,82000.0,63500.0,131,New York,NY,NY
134,Business Analyst,3.8,134,Tata Consultancy Services,10000+ employees,1968.0,Company - Public,Computer Hardware & Software,Information Technology,10  ,0.0,45000.0,82000.0,63500.0,134,Newark,NJ,India
135,Business Analyst,3.5,135,Arch Capital Group Ltd.,1001 to 5000 employees,2000.0,Company - Public,Insurance Carriers,Insurance,10  ,0.0,45000.0,82000.0,63500.0,135,Jersey City,NJ,Bermuda
136,Business Analyst,4.2,136,NJF Global Holdings,51 to 200 employees,2003.0,Company - Private,Staffing & Outsourcing,Business Services,10  25  ,1.0,45000.0,82000.0,63500.0,136,New York,NY,United Kingdom
137,Business Analyst,3.5,137,Eclaro,501 to 1000 employees,1999.0,Company - Private,Staffing & Outsourcing,Business Services,25  50  ,0.0,45000.0,82000.0,63500.0,137,New York,NY,NY
138,Senior Business Analyst,3.8,138,S&P Global,10000+ employees,1888.0,Company - Public,Financial Analytics & Research,Finance,5  10  ,0.0,45000.0,82000.0,63500.0,138,New York,NY,NY
139,Business Analyst,3.4,139,Guy Carpenter,1001 to 5000 employees,1922.0,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,100  500  ,0.0,45000.0,82000.0,63500.0,139,Hoboken,NJ,NY
141,Business Analyst,3.6,141,Synechron,5001 to 10000 employees,2001.0,Company - Private,IT Services,Information Technology,100  500  ,0.0,45000.0,82000.0,63500.0,141,New York,NY,NY
142,Business Analyst,2.7,142,Municipal Credit Union,501 to 1000 employees,1916.0,Nonprofit Organization,Banks & Credit Unions,Finance,50  100  ,0.0,45000.0,82000.0,63500.0,142,New York,NY,NY
143,Business Analyst,3.7,143,Mills College,201 to 500 employees,1852.0,College / University,Colleges & Universities,Education,50  100  ,0.0,45000.0,82000.0,63500.0,143,New York,NY,CA
144,Business Analyst,4.1,144,Infomatics Corp,51 to 200 employees,2005.0,Company - Private,Consulting,Business Services,10  25  ,0.0,45000.0,82000.0,63500.0,144,Weehawken,NJ,VA
145,Senior Business Systems Analyst,3.3,145,Centene,10000+ employees,1984.0,Company - Public,Insurance Carriers,Insurance,10  ,0.0,45000.0,82000.0,63500.0,145,Rego Park,NY,MO
147,Sr. Business Analyst (Capital Markets),3.6,147,Synechron,5001 to 10000 employees,2001.0,Company - Private,IT Services,Information Technology,100  500  ,0.0,45000.0,82000.0,63500.0,147,New York,NY,NY
151,Business Analyst,3.9,151,Diverse Lynx,501 to 1000 employees,2002.0,Company - Private,IT Services,Information Technology,100  500  ,0.0,48000.0,92000.0,70000.0,151,New York,NY,NJ
152,Senior Business Analyst,3.3,152,Brown Brothers Harriman,1001 to 5000 employees,1818.0,Company - Private,Investment Banking & Asset Management,Finance,2  5  ,0.0,48000.0,92000.0,70000.0,152,New York,NY,NY
153,Business Analyst,3.7,153,Tata Consultancy Services (North America),10000+ employees,1968.0,Subsidiary or Business Segment,IT Services,Information Technology,10  ,0.0,48000.0,92000.0,70000.0,153,Newark,NJ,NY
155,Business Analyst,3.6,155,"Iconma, L.L.C.",1001 to 5000 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,100  500  ,0.0,48000.0,92000.0,70000.0,155,Newark,NJ,MI
156,Senior Business Analyst,4.1,156,Mitchell Martin,501 to 1000 employees,1984.0,Company - Private,Staffing & Outsourcing,Business Services,100  500  ,0.0,48000.0,92000.0,70000.0,156,New York,NY,NY
162,Business Analyst,3.8,162,Synaptein Solutions Inc.,1 to 50 employees,0.0,Company - Private,Accounting,Accounting & Legal, 1  ,0.0,48000.0,92000.0,70000.0,162,New York,NY,VA
163,Business Analyst,3.1,163,Seven Seven Softwares,201 to 500 employees,1996.0,Company - Public,IT Services,Information Technology,10  25  ,0.0,48000.0,92000.0,70000.0,163,New York,NY,NJ
168,Business Analyst,3.3,168,V.L.S. Systems,201 to 500 employees,2006.0,Company - Private,Consulting,Business Services,25  50  ,0.0,48000.0,92000.0,70000.0,168,New York,NY,VA
169,Business Analyst - Data Governance,4.0,169,Rockstar Games,1001 to 5000 employees,1998.0,Subsidiary or Business Segment,Video Games,Media,10  25  ,0.0,48000.0,92000.0,70000.0,169,New York,NY,NY
170,Business Analyst,3.8,170,Capgemini,10000+ employees,1967.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,10  ,0.0,48000.0,92000.0,70000.0,170,New York,NY,France
172,Senior Business Analyst,3.7,172,The New School,1001 to 5000 employees,1919.0,College / University,Colleges & Universities,Education,100  500  ,0.0,48000.0,92000.0,70000.0,172,New York,NY,NY
173,Business Analyst,4.0,173,Lorven Technologies Inc,1 to 50 employees,0.0,Company - Private,Accounting,Accounting & Legal, 1  ,0.0,48000.0,92000.0,70000.0,173,New York,NY,NJ
174,Business Analyst,3.5,174,Formosa Plastics Corp.,1001 to 5000 employees,1978.0,Subsidiary or Business Segment,Chemical Manufacturing,Manufacturing,1  2  ,0.0,48000.0,92000.0,70000.0,174,Livingston,NJ,NJ
175,Business Analyst,2.6,175,"TTI of USA, Inc.",201 to 500 employees,1995.0,Company - Private,Staffing & Outsourcing,Business Services,10  25  ,0.0,48000.0,92000.0,70000.0,175,New York,NY,NY
177,Business Analyst,3.2,177,Metropolitan Jewish Health System,1001 to 5000 employees,1906.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1  2  ,0.0,48000.0,92000.0,70000.0,177,Brooklyn,NY,NY
179,"Intern, IT Business Analyst",3.2,179,Vera Institute of Justice,201 to 500 employees,1961.0,Nonprofit Organization,Social Assistance,Non-Profit,100  500  ,1.0,59000.0,85000.0,72000.0,179,Brooklyn,NY,NY
181,Business Analyst,3.7,181,The Jewish Federations of North America,201 to 500 employees,0.0,Nonprofit Organization,Religious Organizations,Non-Profit,100  500  ,0.0,59000.0,85000.0,72000.0,181,New York,NY,NY
183,Business Analyst,4.4,183,Talon,51 to 200 employees,2001.0,Company - Private,Staffing & Outsourcing,Business Services,25  50  ,0.0,59000.0,85000.0,72000.0,183,New York,NY,NJ
185,Commercial Lending Business Analyst,3.2,185,Finastra,10000+ employees,2017.0,Company - Private,Financial Transaction Processing,Finance,2  5  ,0.0,59000.0,85000.0,72000.0,185,New York,NY,United Kingdom
186,Business Analyst,2.8,186,Gate Staffing LLC,1 to 50 employees,2010.0,Self-employed,IT Services,Information Technology,1  5  ,0.0,59000.0,85000.0,72000.0,186,New York,NY,NY
187,Business Analyst,2.5,187,Veterans Sourcing Group,51 to 200 employees,0.0,Company - Private,IT Services,Information Technology,10  25  ,0.0,59000.0,85000.0,72000.0,187,New York,NY,061
188,Business Analyst,3.3,188,PROLIM Global Corporation,201 to 500 employees,2005.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,25  50  ,0.0,59000.0,85000.0,72000.0,188,New York,NY,MI
190,Business Systems Analyst,4.7,190,Staid Logic LLC,51 to 200 employees,2006.0,Company - Private,IT Services,Information Technology,10  25  ,0.0,59000.0,85000.0,72000.0,190,New York,NY,OH
191,Business Analyst,3.5,191,ZT Systems,1001 to 5000 employees,1994.0,Company - Private,Computer Hardware & Software,Information Technology,2  5  ,0.0,59000.0,85000.0,72000.0,191,Secaucus,NJ,NJ
193,Business Analyst,3.9,193,IT Trailblazers,51 to 200 employees,0.0,Company - Private,Consulting,Business Services,25  50  ,0.0,59000.0,85000.0,72000.0,193,New York,NY,NJ
194,Business Analyst,3.8,194,Saven Technologies Inc.,201 to 500 employees,1999.0,Company - Private,IT Services,Information Technology,10  25  ,0.0,59000.0,85000.0,72000.0,194,South Plainfield,NJ,NJ
196,Business Analyst,3.7,196,nd Century Technologies,1001 to 5000 employees,1997.0,Company - Private,IT Services,Information Technology,25  50  ,1.0,59000.0,85000.0,72000.0,196,Brooklyn,NY,NJ
201,Business Systems Analyst,5.0,201,Softova,1 to 50 employees,0.0,Company - Private,IT Services,Information Technology,1  5  ,0.0,59000.0,85000.0,72000.0,201,Iselin,NJ,NJ
202,Entry-Level Recruitment Analyst,3.8,202,Wynden Stark,51 to 200 employees,2009.0,Company - Private,Staffing & Outsourcing,Business Services,25  50  ,0.0,59000.0,85000.0,72000.0,202,New York,NY,CA
206,Business Systems Analyst,3.1,206,Seven Seven Softwares,201 to 500 employees,1996.0,Company - Public,IT Services,Information Technology,10  25  ,0.0,59000.0,85000.0,72000.0,206,Newark,NJ,NJ
207,Business Analyst,3.5,207,"EDP World, Inc.",1 to 50 employees,1968.0,Company - Private,Staffing & Outsourcing,Business Services,1  5  ,0.0,59000.0,85000.0,72000.0,207,New York,NY,NY
208,Business Analyst,3.5,208,Robert Half,10000+ employees,1948.0,Company - Public,Staffing & Outsourcing,Business Services,2  5  ,0.0,59000.0,85000.0,72000.0,208,Brooklyn,NY,CA
209,Business Analyst,5.0,209,"Staffigo Technical Services, LLC",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,59000.0,85000.0,72000.0,209,New York,NY,IL
211,Business Analyst,4.5,211,Creative Financial Staffing,201 to 500 employees,1994.0,Company - Private,Staffing & Outsourcing,Business Services,50  100  ,0.0,69000.0,131000.0,100000.0,211,New York,NY,MA
212,Business Analyst,4.3,212,MVP Consulting Plus Inc,201 to 500 employees,0.0,Company - Private,Consumer Products Manufacturing,Manufacturing,5  10  ,0.0,69000.0,131000.0,100000.0,212,New York,NY,NY
213,Business Analyst,3.4,213,Infinity Consulting Solutions,501 to 1000 employees,2001.0,Company - Private,Staffing & Outsourcing,Business Services,100  500  ,0.0,69000.0,131000.0,100000.0,213,New York,NY,NY
215,Business Analyst/Coordinator,3.9,215,"TEKsystems, Inc",1001 to 5000 employees,1983.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,2  5  ,0.0,69000.0,131000.0,100000.0,215,New York,NY,MD
216,Business Analyst,1.0,216,"eiWorkflow Solutions, LLC",1 to 50 employees,0.0,Company - Public,IT Services,Information Technology, 1  ,0.0,69000.0,131000.0,100000.0,216,New York,NY,NY
217,Senior Business Analyst,3.5,217,IHS Markit,10000+ employees,2016.0,Company - Public,Consulting,Business Services,2  5  ,0.0,69000.0,131000.0,100000.0,217,New York,NY,United Kingdom
